stock_code;description;total_revenue;total_units;avg_discount;promo_revenue
22799;SWEETHEART WIRE FRUIT BOWL;1631,58;  208;-0,0253;256,80
23391;I LOVE LONDON MINI BACKPACK;1628,17;  389;-0,1112;375,00
22445;PENCIL CASE LIFE IS BEAUTIFUL;1624,76;  537;-0,1909;321,06
22975;SPACEBOY CHILDRENS EGG CUP;1624,63; 1204;-0,2357;0,00
22473;TV DINNER TRAY VINTAGE PAISLEY;1623,04;  503;-0,0228;918,75
37495;FAIRY CAKE BIRTHDAY CANDLE SET;1622,24;  440;-0,0711;212,40
21706;FOLDING UMBRELLA RED/WHITE POLKADOT;1621,76;  347;-0,0095;426,53
22166;WALL MIRROR RECTANGLE DIAMANTE PINK;1614,40;  207;0,2369;692,12
23217;LAUREL HEART ANTIQUE SILVER;1613,82; 1309;-0,2332;549,12
23287;RED VINTAGE SPOT BEAKER;1613,59; 1891;-0,2143;345,60
21206;STRAWBERRY HONEYCOMB  GARLAND;1610,92; 1290;-0,1633;621,60
85040A;S/4 PINK FLOWER CANDLES IN BOWL;1610,62;  890;-0,2333;69,60
22095;LADS ONLY TISSUE BOX;1610,41; 1650;-1,9117;0,00
22671;FRENCH LAUNDRY SIGN BLUE METAL;1610,35;  963;-0,3080;417,60
22292;HANGING CHICK  YELLOW DECORATION;1608,86; 1139;-0,0972;405,00
22475;SKULL DESIGN TV DINNER TRAY;1605,67;  316;-0,1957;334,95
22948;METAL DECORATION NAUGHTY CHILDREN;1604,99; 1601;-0,9591;51,84
22305;COFFEE MUG PINK PAISLEY DESIGN;1604,58;  693;-0,1807;907,20
21394;RED POLKADOT BEAKER;1603,77; 3865;-0,5531;0,00
18097C;WHITE TALL PORCELAIN T-LIGHT HOLDER;1601,21;  699;-0,2093;795,60
23226;FILIGREE HEART DAISY WHITE;1596,67; 1247;-0,2589;99,84
23244;ROUND STORAGE TIN VINTAGE LEAF;1593,58;  864;-0,0779;633,60
22398;MAGNETS PACK OF 4 SWALLOWS;1589,51; 2576;-0,9733;0,00
22449;SILK PURSE BABUSHKA PINK;1587,30;  492;0,0297;253,86
21626;VINTAGE UNION JACK PENNANT;1586,75;  795;-0,1657;48,90
15056n;EDWARDIAN PARASOL NATURAL;1585,28;  127;-0,0020;0,00
21967;PACK OF 12 SKULL TISSUES;1583,41; 5275;-0,5335;540,00
46000M;POLYESTER FILLER PAD 45x45cm;1582,55; 1021;0,0000;0,00
23369;SET 36 COLOUR PENCILS LOVE LONDON;1581,06; 1105;-0,1976;407,04
22676;FRENCH BLUE METAL DOOR SIGN 1;1580,89; 1157;-0,3046;0,00
22434;BALLOON PUMP WITH 10 BALLOONS;1580,16;  798;-0,0877;0,00
21528;DAIRY MAID TRADITIONAL TEAPOT;1578,42;  218;-0,1057;210,68
84279P;CHERRY BLOSSOM  DECORATIVE FLASK;1576,96;  380;-0,2883;162,72
22208;WOOD STAMP SET THANK YOU;1576,47; 1515;-0,5304;2,50
22494;EMERGENCY FIRST AID TIN;1573,52; 1089;0,2256;1068,52
22583;PACK OF 6 HANDBAG GIFT BOXES;1572,95;  574;-0,2871;0,00
21509;COWBOYS AND INDIANS BIRTHDAY CARD;1572,28; 3741;-0,2662;397,44
85206A;CREAM FELT EASTER EGG BASKET;1572,23;  976;-0,0642;443,70
23462;ROCOCO WALL MIRROR WHITE;1567,14;   78;-0,0383;305,10
22085;PAPER CHAIN KIT SKULLS;1566,99;  548;-0,0765;561,66
21913;VINTAGE SEASIDE JIGSAW PUZZLES;1565,83;  398;-0,1651;279,46
85132A;CHARLIE + LOLA BISCUITS TINS;1565,67;  547;-1,6097;0,00
22313;OFFICE MUG WARMER PINK;1564,83;  565;-0,1904;686,50
21744;SNOWFLAKE PORTABLE TABLE LIGHT;1563,55;  531;-0,0307;359,16
84971S;SMALL HEART FLOWERS HOOK;1561,70; 1786;-0,3115;76,11
22818;CARD CHRISTMAS VILLAGE;1560,48; 3657;-0,0966;51,84
22675;FRENCH KITCHEN SIGN BLUE METAL;1558,91; 1243;-0,2388;318,00
20665;RED RETROSPOT PURSE;1546,27;  461;-0,3791;138,84
20985;HEART CALCULATOR;1545,59; 1183;-0,3077;636,00
22982;PANTRY PASTRY BRUSH;1545,02; 1155;-0,3083;76,32
22600;CHRISTMAS RETROSPOT STAR WOOD;1544,93; 1700;-0,2586;103,68
10133;COLOURING PENCILS BROWN TUBE;1544,22; 2867;-0,5481;0,00
22318;FIVE HEART HANGING DECORATION;1541,62;  462;-0,3507;45,90
21898;POTTING SHED ROSE CANDLE;1541,11;  493;-0,0633;0,00
22176;BLUE OWL SOFT TOY;1539,83;  513;-0,1219;122,40
22472;TV DINNER TRAY DOLLY GIRL;1536,91;  322;-0,2444;394,85
22731;3D CHRISTMAS STAMPS STICKERS;1536,24; 1172;-0,2082;114,48
23267;SET OF 4 SANTA PLACE SETTINGS;1531,95; 1202;-0,1293;99,84
21200;MULTICOLOUR HONEYCOMB PAPER GARLAND;1531,14; 1119;-0,1914;952,80
22828;REGENCY MIRROR WITH SHUTTERS;1530,00;   10;0,0519;870,00
84968E;SET OF 16 VINTAGE BLACK CUTLERY;1522,53;  132;0,0133;811,24
85049C;ROMANTIC PINKS RIBBONS;1518,19; 1217;-0,0835;152,64
22530;MAGIC DRAWING SLATE DOLLY GIRL;1517,72; 3631;-0,1888;263,52
22770;MIRROR CORNICE;1515,68;   94;-0,0897;102,00
20668;DISCO BALL CHRISTMAS DECORATION;1512,92;12979;-0,3637;585,60
21352;EUCALYPTUS & PINECONE  WREATH;1511,26;  378;-0,7408;0,00
22591;CARDHOLDER GINGHAM CHRISTMAS TREE;1509,41;  413;-0,3805;204,60
22471;TV DINNER TRAY AIR HOSTESS;1506,97;  420;-0,1563;660,06
21361;LOVE LARGE WOOD LETTERS;1505,96;  106;-0,2103;197,10
22905;CALENDAR IN SEASON DESIGN;1505,24;  582;0,0538;803,31
23250;VINTAGE RED TRIM ENAMEL BOWL;1501,03; 1155;-0,1777;99,84
21792;CLASSIC FRENCH STYLE BASKET GREEN;1497,72;  344;-0,2762;0,00
23280;FOLDING BUTTERFLY MIRROR HOT PINK;1496,07; 1868;-0,2856;665,28
22802;FAUX FUR CHOCOLATE THROW;1494,69;   88;0,0594;437,28
23334;IVORY WICKER HEART SMALL;1491,75; 2271;-0,2514;79,20
72349B;SET/6 PURPLE BUTTERFLY T-LIGHTS;1490,89;  731;-0,1749;527,28
37342;POLKADOT COFFEE CUP & SAUCER PINK;1489,01; 1570;-0,9688;0,00
23559;WOODLAND BUNNIES LOLLY MAKERS;1488,65;  652;-0,3703;257,76
84580;MOUSE TOY WITH PINK T-SHIRT;1486,18;  390;-0,0300;0,00
23271;CHRISTMAS TABLE SILVER CANDLE SPIKE;1486,10; 1718;-0,2696;176,64
23392;SPACEBOY ROCKET LOLLY MAKERS;1485,43;  667;-0,2900;343,68
35924;HANGING FAIRY CAKE DECORATION;1484,30;  820;-0,2124;1178,80
21327;SKULLS WRITING SET;1484,13;  864;-0,2012;128,65
21829;DINOSAUR KEYRINGS ASSORTED;1483,42; 6873;-0,2484;168,48
22203;MILK PAN RED RETROSPOT;1483,13;  403;-0,1959;203,90
21619;4 VANILLA BOTANICAL CANDLES;1481,40;  978;-0,5794;0,00
21447;12 IVORY ROSE PEG PLACE SETTINGS;1478,10;  969;-0,3711;0,00
21470;FLOWER VINE RAFFIA FOOD COVER;1477,82;  383;-0,0951;105,28
22664;TOY TIDY DOLLY GIRL DESIGN;1472,85;  713;-0,3664;279,80
23034;DRAWER KNOB CERAMIC BLACK;1466,07;  991;-0,1196;255,00
23365;SET 12 COLOUR PENCILS LOVE LONDON;1464,38; 1859;-0,2196;13,20
22713;CARD I LOVE LONDON;1462,56; 3501;-0,2825;470,88
21705;BAG 500g SWIRLY MARBLES;1462,17; 1459;-0,1150;387,45
84818;DANISH ROSE PHOTO FRAME;1461,60; 1424;-0,7005;0,00
23470;CARD HOLDER LOVE BIRD LARGE;1460,50;  232;-0,0897;323,40
21872;GLAMOROUS  MUG;1459,98; 1296;-0,3280;600,00
15044A;PINK PAPER PARASOL;1456,72;  464;-0,2417;127,50
22939;APRON APPLE DELIGHT;1456,69;  287;-0,1733;212,50
22696;WICKER WREATH LARGE;1456,45;  731;-0,2019;336,60
22461;SAVOY ART DECO CLOCK;1453,58;  239;-1,6304;0,00
21620;SET OF 4 ROSE BOTANICAL CANDLES;1451,99;  897;-0,6336;0,00
21191;LARGE WHITE HONEYCOMB PAPER BELL;1451,82;  562;-0,4602;162,24
23086;ZINC  STAR T-LIGHT HOLDER;1445,18; 1220;-0,2158;599,04
84031B;CHARLIE LOLA BLUE HOT WATER BOTTLE;1440,37;  304;-0,1150;31,25
85054;FRENCH ENAMEL POT W LID;1436,53;  589;-0,1792;357,60
23057;BEADED CHANDELIER T-LIGHT HOLDER;1435,82;  698;0,0334;868,85
22182;CAKE STAND VICTORIAN FILIGREE SMALL;1430,48;  374;-0,0494;100,00
15058C;ICE CREAM DESIGN GARDEN PARASOL;1429,82;  240;0,1350;894,35
22306;SILVER MUG BONE CHINA TREE OF LIFE;1428,57; 1174;-0,7285;0,00
23249;VINTAGE RED ENAMEL TRIM PLATE;1426,10;  842;-0,1443;208,80
22922;FRIDGE MAGNETS US DINER ASSORTED;1422,90; 1587;-1,0791;216,00
22458;CAST IRON HOOK GARDEN FORK;1421,83;  523;-0,3865;0,00
21407;BROWN CHECK CAT DOORSTOP;1421,11;  290;-0,2820;183,00
22285;HANGING HEN ON NEST DECORATION;1420,47;  829;-0,2197;0,00
22976;CIRCUS PARADE CHILDRENS EGG CUP;1420,26; 1091;-0,2069;0,00
22714;CARD BIRTHDAY COWBOY;1415,73; 3487;-0,2937;542,88
22576;SWALLOW WOODEN CHRISTMAS DECORATION;1415,31; 1539;-0,2847;17,28
51014C;FEATHER PEN,COAL BLACK;1415,09; 2711;-0,8401;0,00
21363;HOME SMALL WOOD LETTERS;1413,84;  245;-0,3125;0,00
22531;MAGIC DRAWING SLATE CIRCUS PARADE;1413,25; 3384;-0,1610;207,36
82567;AIRLINE LOUNGE,METAL SIGN;1412,27;  713;0,0439;437,92
22436;12 COLOURED PARTY BALLOONS;1412,16; 2155;-0,0820;0,00
84536A;ENGLISH ROSE NOTEBOOK A7 SIZE;1409,90; 3138;-0,2799;0,00
22915;ASSORTED BOTTLE TOP  MAGNETS;1406,42; 3152;-1,7798;252,60
23119;PACK OF 6 LARGE FRUIT STRAWS;1402,32; 2283;-0,2550;426,12
23055;IVORY CHANDELIER T-LIGHT HOLDER;1401,43;  658;0,0981;882,72
21424;WOODLAND STORAGE BOX LARGE;1401,02;  346;0,1779;612,05
22443;GROW YOUR OWN HERBS SET OF 3;1399,69;  165;-0,0989;0,00
22047;EMPIRE GIFT WRAP;1394,50; 3425;0,0049;208,00
23040;PAPER LANTERN 9 POINT SNOW STAR;1394,03;  253;-0,0919;594,00
84813;SET OF 4 DIAMOND NAPKIN RINGS;1393,79;  166;0,1740;873,75
21537;RED RETROSPOT PUDDING BOWL;1392,21;  333;-0,0589;360,00
84795B;SUNSET CHECK HAMMOCK;1390,64;  176;-0,1435;542,10
23376;PACK OF 12 VINTAGE CHRISTMAS TISSUE;1389,59; 3051;-0,3005;138,24
21519;GIN & TONIC DIET GREETING CARD;1389,22; 3299;-0,2157;181,44
21382;SET/4 SPRING FLOWER DECORATION;1389,08; 1148;-1,6896;0,00
22677;FRENCH BLUE METAL DOOR SIGN 2;1389,07; 1001;-0,3821;0,00
22063;CERAMIC BOWL WITH STRAWBERRY DESIGN;1388,10;  590;-0,2318;448,70
22071;SMALL WHITE RETROSPOT MUG IN BOX;1388,05;  730;-0,0318;529,26
22735;RIBBON REEL SOCKS AND MITTENS;1387,46;  746;-0,5354;174,00
22299;PIG KEYRING WITH LIGHT & SOUND;1386,97; 1379;-0,3788;187,59
21071;VINTAGE BILLBOARD DRINK ME MUG;1385,28;  995;-0,3665;203,52
22363;GLASS JAR MARMALADE;1383,75;  481;-0,2820;734,40
21123;SET/10 IVORY POLKADOT PARTY CANDLES;1383,34; 1145;0,0506;118,69
22609;PENS ASSORTED SPACEBALL;1381,78; 5946;-1,1882;0,00
23104;IVORY CAFE HANGING LAMP;1380,42;  116;-0,0294;468,00
21820;GLITTER HEART GARLAND WITH BELLS;1379,72;  332;-0,3334;142,38
23414;ZINC BOX SIGN HOME;1378,75;  141;-0,0124;203,76
23546;WRAP PAISLEY PARK;1375,50; 3275;0,0000;0,00
23536;WALL ART VILLAGE SHOW;1369,71;  240;-0,1898;279,36
23000;TRAVEL CARD WALLET TRANSPORT;1369,12; 3171;-0,2357;17,28
85227;SET OF 6 3D KIT CARDS FOR KIDS;1368,75; 1488;-0,3033;76,80
22304;COFFEE MUG BLUE PAISLEY DESIGN;1368,18;  767;-0,2193;559,44
22716;CARD CIRCUS PARADE;1365,95; 3213;-0,2488;155,52
22949;36 DOILIES DOLLY GIRL;1365,29;  923;-0,1810;0,00
23221;REINDEER HEART DECORATION SILVER;1363,87; 1537;-0,2947;103,68
85232B;SET OF 3 BABUSHKA STACKING TINS;1361,25;  275;0,0000;0,00
22911;PAPER CHAIN KIT LONDON;1361,04;  464;-0,0987;306,00
23469;CARD HOLDER LOVE BIRD SMALL;1355,24;  332;-0,1189;276,36
21039;RED RETROSPOT SHOPPING BAG;1353,69;  523;-0,2109;210,00
22754;SMALL RED BABUSHKA NOTEBOOK;1352,17; 1953;-0,1780;385,35
21686;MEDINA STAMPED METAL STOOL;1351,64;   35;0,0020;354,50
21615;4 LAVENDER BOTANICAL DINNER CANDLES;1349,17;  892;-0,6144;0,00
22421;LIPSTICK PEN FUSCHIA;1347,52; 2598;-0,4554;252,00
22399;MAGNETS PACK OF 4 CHILDHOOD MEMORY;1347,08; 1152;-0,0614;572,40
21987;PACK OF 6 SKULL PAPER CUPS;1346,65; 2113;-0,1853;343,44
22917;HERB MARKER ROSEMARY;1344,77; 1944;-0,3007;66,00
22073;RED RETROSPOT STORAGE JAR;1343,64;  336;-0,3185;474,60
22912;YELLOW COAT RACK PARIS FASHION;1342,39;  287;-0,0678;242,64
22293;HANGING CHICK GREEN DECORATION;1341,67;  907;-0,1820;75,00
84828;JUNGLE POPSICLES ICE LOLLY MOULDS;1341,37;  962;-0,2842;101,76
23232;WRAP VINTAGE PETALS  DESIGN;1338,00; 3300;0,0054;204,00
21624;VINTAGE UNION JACK DOORSTOP;1337,51;  217;-0,1155;113,85
21246;RED RETROSPOT BIG BOWL;1336,78;  286;-0,1019;0,00
23538;WALL ART VINTAGE HEART;1334,49;  332;-0,1624;937,32
72802A;ROSE SCENT CANDLE IN JEWELLED BOX;1334,16;  324;-0,1157;685,80
22650;CERAMIC PIRATE CHEST MONEY BANK;1333,75;  860;-0,3210;150,00
22742;MAKE YOUR OWN PLAYTIME CARD KIT;1333,21;  643;-0,0220;337,28
22362;GLASS JAR PEACOCK BATH SALTS;1329,44;  408;-0,3914;306,00
85183B;CHARLIE & LOLA WASTEPAPER BIN FLORA;1323,37;  996;-0,5067;72,00
23405;HOME SWEET HOME 2 DRAWER CABINET;1321,38;  254;-0,2035;182,60
22916;HERB MARKER THYME;1316,16; 1908;-0,3042;66,00
21179;NO JUNK MAIL METAL SIGN;1315,43; 1942;-2,0664;0,00
23373;VINTAGE CHRISTMAS PAPER GIFT BAG;1313,39; 1608;-0,1062;288,00
37447;CERAMIC CAKE DESIGN SPOTTED PLATE;1313,28;  820;-0,4102;120,00
90057;DIAMANTE RING ASSORTED IN BOX.;1311,36; 1008;-0,0778;0,00
22028;PENNY FARTHING BIRTHDAY CARD;1309,18; 3054;-0,2970;181,44
21195;PINK  HONEYCOMB PAPER BALL;1308,56;  693;0,3159;897,45
22686;FRENCH BLUE METAL DOOR SIGN No;1308,38;  993;0,2306;1019,74
85199S;SMALL HANGING IVORY/RED WOOD BIRD;1305,25; 2667;-0,4023;0,00
21064;BOOM BOX SPEAKER BOYS;1301,55;  301;0,1840;575,98
21627;ELEPHANT CARNIVAL POUFFE;1299,83;   63;-0,4690;0,00
22439;6 ROCKET BALLOONS;1297,12; 1904;-0,1857;13,20
21793;CLASSIC FRENCH STYLE BASKET BROWN;1296,61;  304;-0,1606;0,00
22310;IVORY KNITTED MUG COSY;1296,23;  668;0,2147;805,60
21866;UNION JACK FLAG LUGGAGE TAG;1296,13;  750;-0,5592;53,10
21408;SPOTTY PINK DUCK DOORSTOP;1295,21;  289;-0,3820;193,05
21422;PORCELAIN ROSE SMALL;1295,00; 1607;-0,2991;622,08
22372;AIRLINE BAG VINTAGE WORLD CHAMPION;1289,49;  279;-0,1769;158,00
21616;4 PEAR BOTANICAL DINNER CANDLES;1288,34;  822;-0,5716;0,00
84012;MAGIC SHEEP WOOL GROWING FROM PAPER;1283,99; 1265;-0,4619;0,00
21901;KEY FOB , BACK DOOR;1280,49; 1832;-0,3710;25,44
23061;VINTAGE EMBOSSED HEART;1280,18;  973;-0,2322;24,96
22918;HERB MARKER PARSLEY;1278,60; 1874;-0,3024;176,00
21090;SET/6 COLLAGE PAPER PLATES;1278,23; 2421;0,2313;652,47
47480;HANGING PHOTO CLIP ROPE LADDER;1277,47;  748;-0,4585;556,80
23072;MARIE ANTOINETTE TRINKET BOX SILVER;1273,76;  334;-0,0980;624,00
85059;FRENCH ENAMEL WATER BASIN;1273,11;  411;-0,0978;482,70
21211;SET OF 72 SKULL PAPER  DOILIES;1271,52;  884;-0,1954;296,25
21902;KEY FOB , FRONT  DOOR;1270,82; 1975;-0,3556;330,72
21897;POTTING SHED CANDLE CITRONELLA;1268,19;  405;-0,5098;0,00
47503A;ASS FLORAL PRINT MULTI SCREWDRIVER;1264,20; 2758;-0,2066;0,00
23511;EMBROIDERED RIBBON REEL EMILY;1256,17;  573;-0,1182;268,50
22572;ROCKING HORSE GREEN CHRISTMAS;1255,72; 1393;-0,2437;138,24
22977;DOLLY GIRL CHILDRENS EGG CUP;1253,86;  951;-0,1815;0,00
23237;SET OF 4 KNICK KNACK TINS LEAVES;1253,78;  306;-0,0131;228,75
23067;HANGING ENGRAVED METAL HEART;1249,11;  297;-0,0469;0,00
71038;WHITE HANGING BEADS CANDLE HOLDER;1244,95;  239;0,0090;334,80
23071;MARIE ANTOINETTE TRINKET BOX GOLD;1242,60;  318;0,1369;867,60
21262;WHITE GOOSE FEATHER CHRISTMAS TREE;1242,06;  335;-0,5275;0,00
22074;6 RIBBONS SHIMMERING PINKS;1241,32; 1403;-0,1218;498,58
22442;GROW YOUR OWN FLOWERS SET OF 3;1241,30;  296;0,1463;422,55
23138;SINGLE WIRE HOOK IVORY HEART;1238,76;  884;-0,0989;372,50
21175;GIN AND TONIC DIET METAL SIGN;1237,50;  498;-0,2347;399,36
22603;CHRISTMAS RETROSPOT TREE WOOD;1237,08; 1389;-0,2669;112,32
22338;STAR DECORATION PAINTED ZINC;1234,67; 4683;-1,3431;0,00
72817;SET OF 2 CHRISTMAS DECOUPAGE CANDLE;1232,27; 1212;-0,5667;0,00
22919;HERB MARKER MINT;1224,46; 1757;-0,2896;66,00
22613;PACK OF 20 SPACEBOY NAPKINS;1222,61; 1538;-0,1857;537,60
22575;METAL MERRY CHRISTMAS WREATH;1222,07;  639;-0,1295;290,40
22315;200 RED + WHITE BENDY STRAWS;1221,43;  918;-0,1651;203,52
23142;IVORY WIRE KITCHEN ORGANISER;1220,82;  121;-0,0689;503,25
82578;KITCHEN METAL SIGN;1218,95; 2060;-0,3669;115,08
23598;PAPER BUNTING VINTAGE PARTY;1218,48;  428;-0,0946;408,00
82599;FANNY'S REST STOPMETAL SIGN;1217,73;  508;-0,3779;20,28
22711;WRAP CIRCUS PARADE;1213,34; 2927;0,0018;68,00
72800E;4 IVORY DINNER CANDLES SILVER FLOCK;1213,29;  541;-0,0182;378,24
22589;CARDHOLDER GINGHAM STAR;1212,82;  379;-0,2624;303,12
21846;PINK DIAMANTE PEN IN GIFT BOX;1206,97;  424;0,1731;823,25
22168;ORGANISER WOOD ANTIQUE WHITE;1205,30;  143;0,0013;91,80
84884A;ANT WHITE WIRE HEART SPIRAL;1201,91;  301;-0,2158;324,60
23026;DRAWER KNOB VINTAGE GLASS STAR;1201,04;  557;-0,1170;193,32
23444;Next Day Carriage;1200,00;   79;-0,0127;0,00
22929;SCHOOL DESK AND CHAIR;1199,75;   19;0,0167;289,75
21986;PACK OF 12 PINK POLKADOT TISSUES;1197,73; 4067;-0,4735;339,12
21899;KEY FOB , GARAGE DESIGN;1193,46; 1904;-0,3045;330,72
22081;RIBBON REEL FLORA + FAUNA;1193,00;  654;-0,3993;0,00
22453;MEASURING TAPE BABUSHKA BLUE;1191,69;  444;0,0643;342,63
22755;SMALL PURPLE BABUSHKA NOTEBOOK;1190,51; 1690;-0,1504;323,85
21070;VINTAGE BILLBOARD MUG;1186,23; 1107;-0,3031;648,76
22921;HERB MARKER CHIVES;1184,12; 1721;-0,2904;66,00
23539;WALL ART LOVES' SECRET;1180,35;  239;-0,1137;576,36
22597;MUSICAL ZINC HEART DECORATION;1179,88; 2764;-1,2543;0,00
23225;CHERUB HEART DECORATION SILVER;1177,00; 1356;-0,3145;380,16
21628;TRIANGULAR POUFFE VINTAGE;1176,60;   64;-0,4414;216,75
23431;NATURAL HANGING QUILTED HEARTS;1175,38; 1454;-0,6182;466,56
85039B;S/4 IVORY MINI ROSE CANDLE IN BOWL;1174,63;  806;0,0032;207,71
20984;12 PENCILS TALL TUBE POSY;1173,90; 3812;-0,3256;0,00
21742;LARGE ROUND WICKER PLATTER;1173,53;  195;-0,0237;0,00
21065;BOOM BOX SPEAKER GIRLS;1172,48;  564;-0,0664;587,68
22924;FRIDGE MAGNETS LA VIE EN ROSE;1169,90; 1313;-0,6096;172,80
22757;LARGE RED BABUSHKA NOTEBOOK;1168,99; 1097;-0,2287;252,15
23418;LAVENDER TOILETTE BOTTLE;1168,08;  558;-0,2289;257,76
84313C;ORANGE TV TRAY TABLE;1165,91;  504;-1,0501;0,00
23508;MINI PLAYING CARDS DOLLY GIRL;1165,13; 2631;-0,1075;151,20
23515;EMBROIDERED RIBBON REEL DAISY;1164,98;  579;-0,1502;526,26
23269;SET OF 2 CERAMIC CHRISTMAS TREES;1163,13;  786;-0,1763;120,00
22334;DINOSAUR PARTY BAG + STICKER SET;1160,71;  707;-0,0853;208,80
22680;FRENCH BLUE METAL DOOR SIGN 5;1160,29;  844;-0,3194;0,00
22708;WRAP DOLLY GIRL;1160,00; 2800;0,0019;68,00
23566;EGG CUP MILKMAID HEIDI;1159,43;  883;-0,4109;299,52
20801;LARGE PINK GLASS SUNDAE DISH;1157,80; 1013;-1,0389;240,00
23507;MINI PLAYING CARDS BUFFALO BILL;1156,51; 2884;-0,1253;385,20
85132B;CHARLIE AND LOLA TABLE TINS;1156,17;  529;-0,8088;0,00
21773;DECORATIVE ROSE BATHROOM BOTTLE;1154,17; 1170;0,2808;858,12
22678;FRENCH BLUE METAL DOOR SIGN 3;1152,81;  844;-0,3348;0,00
21774;DECORATIVE CATS BATHROOM BOTTLE;1152,40; 1095;0,2191;791,84
22325;MOBILE VINTAGE HEARTS;1151,30;  250;-0,0270;295,48
20956;PORCELAIN T-LIGHT HOLDERS ASSORTED;1149,02;  824;-0,4197;0,00
85106;CUT GLASS HEXAGON T-LIGHT HOLDER;1147,41;  651;0,1079;1030,75
22320;BIRDS MOBILE VINTAGE DESIGN;1147,27;  189;-0,0523;0,00
22497;SET OF 2 TINS VINTAGE BATHROOM;1145,15;  225;-0,3819;0,00
21043;APRON MODERN VINTAGE COTTON;1143,76;  494;-0,5222;0,00
21693;SMALL HAMMERED SILVER CANDLEPOT;1143,31;  373;-0,1304;0,00
21947;SET OF 6 HEART CHOPSTICKS;1142,15;  813;-0,3546;127,20
22376;AIRLINE BAG VINTAGE JET SET WHITE;1141,70;  254;-0,1105;47,40
21395;BLUE POLKADOT BEAKER;1141,40; 2844;-0,3843;0,00
22923;FRIDGE MAGNETS LES ENFANTS ASSORTED;1140,97; 1372;-0,1696;259,20
23506;MINI PLAYING CARDS SPACEBOY;1139,20; 2747;-0,0983;151,20
22581;WOOD STOCKING CHRISTMAS SCANDISPOT;1138,98; 1571;-0,0298;134,44
22094;RED RETROSPOT TISSUE BOX;1138,20; 2172;-1,6956;0,00
84912B;GREEN ROSE WASHBAG;1136,60;  324;-0,0441;0,00
22416;SET OF 36 DOILIES SPACEBOY DESIGN;1135,40;  817;-0,0908;372,50
22446;PIN CUSHION BABUSHKA PINK;1135,18;  439;-0,1425;61,25
85159B;WHITE TEA,COFFEE,SUGAR JARS;1134,50;  622;-0,0721;195,00
22155;STAR DECORATION RUSTIC;1134,45; 2454;-0,3723;0,00
22153;ANGEL DECORATION STARS ON DRESS;1134,25; 2653;-0,2985;120,96
22539;MINI JIGSAW DOLLY GIRL;1130,58; 2921;-0,3262;410,77
85087;CANDY SPOT CUSHION COVER;1129,99;  339;-0,0578;123,90
47585A;PINK FAIRY CAKE CUSHION COVER;1129,44;  264;-0,1754;405,00
21830;ASSORTED CREEPY CRAWLIES;1127,23; 2669;-0,1156;0,00
22211;WOOD STAMP SET FLOWERS;1124,04; 1009;-0,5574;5,00
22815;CARD PSYCHEDELIC APPLES;1123,88; 2640;-0,1664;77,76
84944;SET OF 6 KASHMIR FOLKART BAUBLES;1121,91;  711;-0,2436;75,90
47580;TEA TIME DES TEA COSY;1121,82;  390;-0,2900;117,60
22608;PENS ASSORTED FUNKY JEWELED;1121,48; 5247;-0,7336;0,00
21809;CHRISTMAS HANGING TREE WITH BELL;1119,56; 1966;-1,4246;0,00
23510;MINI PLAYING CARDS GYMKHANA;1119,22; 2522;-0,1824;378,00
22060;LARGE CAKE STAND HANGING HEARTS;1118,95;  233;-0,3185;0,00
23411;TRELLIS COAT RACK;1118,61;  227;-0,1806;298,80
21984;PACK OF 12 PINK PAISLEY TISSUES;1116,95; 3473;-0,6159;216,00
21466;RED FLOWER CROCHET FOOD COVER;1116,89;  304;-0,0387;235,76
22997;TRAVEL CARD WALLET UNION JACK;1115,93; 2595;-0,1714;8,64
22817;CARD SUKI BIRTHDAY;1114,81; 2639;-0,1481;103,68
23513;EMBROIDERED RIBBON REEL SUSIE;1114,26;  566;-0,1087;515,52
22758;LARGE PURPLE BABUSHKA NOTEBOOK;1112,75; 1197;-0,1938;331,17
22342;HOME GARLAND PAINTED ZINC;1111,58;  997;-1,4534;0,00
23375;50'S CHRISTMAS PAPER GIFT BAG;1108,89; 1352;-0,1413;144,00
23433;HANGING QUILTED PATCHWORK APPLES;1108,58; 1258;-0,8075;34,56
22444;GROW YOUR OWN PLANT IN A CAN;1107,87;  839;-0,4262;101,76
85116;BLACK CANDELABRA T-LIGHT HOLDER;1106,88;  941;0,1008;463,40
85127;SMALL SQUARE CUT GLASS CANDLESTICK;1106,54;  187;-0,3991;171,92
22984;CARD GINGHAM ROSE;1106,17; 2717;-0,1398;311,04
85114A;BLACK ENCHANTED FOREST PLACEMAT;1105,21;  649;-0,2421;522,00
85036C;ROSE 1 WICK MORRIS BOXED CANDLE;1104,86;  758;-0,9167;225,00
22819;BIRTHDAY CARD, RETRO SPOT;1104,81; 2608;-0,1121;103,68
22221;CAKE STAND LOVEBIRD 2 TIER PINK;1104,54;  131;-0,0671;208,20
21824;PAINTED METAL STAR WITH HOLLY BELLS;1102,81; 1917;-0,9750;0,00
21688;SILVER PLATE CANDLE BOWL SMALL;1101,28;  348;-0,2893;0,00
22309;TEA COSY RED  STRIPE;1093,60;  370;-0,4645;210,00
23087;ZINC  HEART T-LIGHT HOLDER;1090,66;  868;-0,2733;199,68
23432;PRETTY HANGING QUILTED HEARTS;1090,02; 1278;-0,6281;69,12
21818;GLITTER HEART DECORATION;1088,98; 2470;-0,4165;0,00
